CloneID	dbEST_ID	GenBank_Accn	CloneName
NA1144	25201744	CV090956	unknown protein 
NA1145	25201745	CV090957	dihydroflavonol 4-reductase 
NA1145	25201745	CV090957	dihydroflavonol 4-reductase 
NA1145	25201745	CV090957	dihydroflavonol 4-reductase 
NA1146	25201746	CV090958	low scores with 5 and 3'
NA1146	25201746	CV090958	low scores with 5 and 3'
NA1146	25201746	CV090958	low scores with 5 and 3'
NA1148	25201748	CV090960	TRIOSEPHOSPHATE ISOMERASE, CYTOSOLIC 
NA1148	25201748	CV090960	TRIOSEPHOSPHATE ISOMERASE, CYTOSOLIC 
NA1148	25201748	CV090960	TRIOSEPHOSPHATE ISOMERASE, CYTOSOLIC 
NA1149	25201749	CV090961	F10B6.27 
NA1149	25201749	CV090961	F10B6.27 
NA1149	25201749	CV090961	F10B6.27 
NA115	20190633	CF811188	No significant similarity found.
NA115	20190633	CF811188	No significant similarity found.
NA115	20190633	CF811188	No significant similarity found.
NA1150	25201750	CV090962	soluble starch synthase
NA1150	25201750	CV090962	soluble starch synthase
NA1150	25201750	CV090962	soluble starch synthase
NA1151	Not submitted	Not submitted	low scores with X and N
NA1151	Not submitted	Not submitted	low scores with X and N
NA1151	Not submitted	Not submitted	low scores with X and N
NA1152	Not submitted	Not submitted	bad sequence 5' and 3'
NA1152	Not submitted	Not submitted	bad sequence 5' and 3'
NA1152	Not submitted	Not submitted	bad sequence 5' and 3'
NA1153	25201751	CV090963	VACUOLAR PROCESSING ENZYME PRECURSOR 
NA1153	25201751	CV090963	VACUOLAR PROCESSING ENZYME PRECURSOR 
NA1153	25201751	CV090963	VACUOLAR PROCESSING ENZYME PRECURSOR 
NA1154	25201752	CV090964	acyl-CoA-binding protein
NA1154	25201752	CV090964	acyl-CoA-binding protein
NA1154	25201752	CV090964	acyl-CoA-binding protein
NA1155	25201753	CV090965	phi-1
NA1155	25201753	CV090965	phi-1
NA1155	25201753	CV090965	phi-1
NA1156	25201754	CV090966	leucine-rich repeat disease resistance protein-like
NA1156	25201754	CV090966	leucine-rich repeat disease resistance protein-like
NA1156	25201754	CV090966	leucine-rich repeat disease resistance protein-like
NA1157	25201755	CV090967	hypothetical protein SPAC222.04c [imported]
NA1157	25201755	CV090967	hypothetical protein SPAC222.04c [imported]
NA1157	25201755	CV090967	hypothetical protein SPAC222.04c [imported]
NA1158	25201756	CV090968	hypothetical protein T19L18.19
NA1158	25201756	CV090968	hypothetical protein T19L18.19
NA1158	25201756	CV090968	hypothetical protein T19L18.19
NA1159	25201757	CV090969	3-PHOSPHOSHIKIMATE 1-CARBOXYVINYLTRANSFERASE PRECURSOR
NA1159	25201757	CV090969	3-PHOSPHOSHIKIMATE 1-CARBOXYVINYLTRANSFERASE PRECURSOR
NA1159	25201757	CV090969	3-PHOSPHOSHIKIMATE 1-CARBOXYVINYLTRANSFERASE PRECURSOR
NA1160	25201758	CV090970	hypothetical protein F8L21.140
NA1160	25201758	CV090970	hypothetical protein F8L21.140
NA1160	25201758	CV090970	hypothetical protein F8L21.140
NA1161	25201759	CV090971	gene_id:MJM18.3~unknown protein
NA1161	25201759	CV090971	gene_id:MJM18.3~unknown protein
NA1161	25201759	CV090971	gene_id:MJM18.3~unknown protein
NA1162	25201760	CV090972	probable cytochrome P450 F4I18.5
NA1162	25201760	CV090972	probable cytochrome P450 F4I18.5
NA1162	25201760	CV090972	probable cytochrome P450 F4I18.5
NA1163	25201761	CV090973	hypothetical protein F28P22.16 [imported] - Arabidopsis thaliana
NA1163	25201761	CV090973	hypothetical protein F28P22.16 [imported] - Arabidopsis thaliana
NA1163	25201761	CV090973	hypothetical protein F28P22.16 [imported] - Arabidopsis thaliana
NA1164	25201762	CV090974	putative pathogenesis-related protein
NA1164	25201762	CV090974	putative pathogenesis-related protein
NA1164	25201762	CV090974	putative pathogenesis-related protein
NA1165	25201763	CV090975	YABBY3
NA1165	25201763	CV090975	YABBY3
NA1165	25201763	CV090975	YABBY3
NA1166	25201764	CV090976	gene_id:MKD15.19~unknown protein
NA1166	25201764	CV090976	gene_id:MKD15.19~unknown protein
NA1166	25201764	CV090976	gene_id:MKD15.19~unknown protein
NA1167	25201765	CV090977	hypothetical protein F26K9.200
NA1167	25201765	CV090977	hypothetical protein F26K9.200
NA1167	25201765	CV090977	hypothetical protein F26K9.200
NA1168	25201766	CV090978	Hypothetical protein
NA1168	25201766	CV090978	Hypothetical protein
NA1168	25201766	CV090978	Hypothetical protein
NA1169	25201767	CV090979	60S ribosomal protein L13a 
NA1169	25201767	CV090979	60S ribosomal protein L13a 
NA1169	25201767	CV090979	60S ribosomal protein L13a 
NA117	20190635	CF811190	putative trehalose-6-phosphate synthase
NA117	20190635	CF811190	putative trehalose-6-phosphate synthase
NA117	20190635	CF811190	putative trehalose-6-phosphate synthase
NA1170	25201768	CV090980	hypothetical protein T19L18.19
NA1170	25201768	CV090980	hypothetical protein T19L18.19
NA1170	25201768	CV090980	hypothetical protein T19L18.19
NA1171	25201769	CV090981	alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
NA1171	25201769	CV090981	alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
NA1171	25201769	CV090981	alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
NA1172	25201770	CV090982	F5O11.32
NA1172	25201770	CV090982	F5O11.32
NA1172	25201770	CV090982	F5O11.32
NA1173	25201771	CV090983	expressed protein [Arabidopsis thaliana]
NA1173	25201771	CV090983	expressed protein [Arabidopsis thaliana]
NA1173	25201771	CV090983	expressed protein [Arabidopsis thaliana]
NA1174	25201772	CV090984	leucine-rich repeat disease resistance protein-like
NA1174	25201772	CV090984	leucine-rich repeat disease resistance protein-like
NA1174	25201772	CV090984	leucine-rich repeat disease resistance protein-like
NA1175	25201773	CV090985	contains EST  AU164600(R0675)~hypothetical protein
NA1175	25201773	CV090985	contains EST  AU164600(R0675)~hypothetical protein
NA1175	25201773	CV090985	contains EST  AU164600(R0675)~hypothetical protein
NA1176	25201774	CV090986	UDP-glucose:flavonoid 3-O-glucosyltransferase
NA1176	25201774	CV090986	UDP-glucose:flavonoid 3-O-glucosyltransferase
NA1176	25201774	CV090986	UDP-glucose:flavonoid 3-O-glucosyltransferase
NA1178	25201775	CV090987	protein kinase-like protein
NA1178	25201775	CV090987	protein kinase-like protein
NA1178	25201775	CV090987	protein kinase-like protein
NA1179	25201776	CV090988	hypothetical protein T32G6.22
NA1179	25201776	CV090988	hypothetical protein T32G6.22
NA1179	25201776	CV090988	hypothetical protein T32G6.22
NA118	20190636	CF811191	putative protein
NA118	20190636	CF811191	putative protein
NA1180	25201777	CV090989	flavanone 3-hydroxylase
NA1180	25201777	CV090989	flavanone 3-hydroxylase
NA1180	25201777	CV090989	flavanone 3-hydroxylase
NA1181	25201778	CV090990	protein kinase-like protein
NA1181	25201778	CV090990	protein kinase-like protein
NA1181	25201778	CV090990	protein kinase-like protein
NA1182	25201779	CV090991	major latex protein homolog
NA1182	25201779	CV090991	major latex protein homolog
NA1182	25201779	CV090991	major latex protein homolog
NA1183	25201780	CV090992	MtN19-like protein
NA1183	25201780	CV090992	MtN19-like protein
NA1183	25201780	CV090992	MtN19-like protein
NA1184	25201781	CV090993	hypothetical protein F26K10.70
NA1184	25201781	CV090993	hypothetical protein F26K10.70
NA1184	25201781	CV090993	hypothetical protein F26K10.70
NA1185	25201782	CV090994	early tobacco anther 1 [Nicotiana tabacum]
NA1185	25201782	CV090994	early tobacco anther 1 [Nicotiana tabacum]
NA1185	25201782	CV090994	early tobacco anther 1 [Nicotiana tabacum]
NA1186	25201783	CV090995	hypothetical protein T29H11.60
NA1186	25201783	CV090995	hypothetical protein T29H11.60
NA1186	25201783	CV090995	hypothetical protein T29H11.60
NA1187	25201784	CV090996	Serine/arginine-rich protein~gene_id:K20M4.1
NA1187	25201784	CV090996	Serine/arginine-rich protein~gene_id:K20M4.1
NA1187	25201784	CV090996	Serine/arginine-rich protein~gene_id:K20M4.1
NA1188	25201785	CV090997	protein phosphatase 2C-like
NA1188	25201785	CV090997	protein phosphatase 2C-like
NA1188	25201785	CV090997	protein phosphatase 2C-like
NA1189	25201786	CV090998	hypothetical protein T30B22.20 -
NA1189	25201786	CV090998	hypothetical protein T30B22.20 -
NA1189	25201786	CV090998	hypothetical protein T30B22.20 -
NA1190	25201787	CV090999	3-phosphoshikimate 1-carboxyvinyltransferase precursor 
NA1190	25201787	CV090999	3-phosphoshikimate 1-carboxyvinyltransferase precursor 
NA1190	25201787	CV090999	3-phosphoshikimate 1-carboxyvinyltransferase precursor 
NA1191	25201788	CV091000	extensin
NA1191	25201788	CV091000	extensin
NA1191	25201788	CV091000	extensin
NA1192	25201789	CV091001	ubiquitin carrier protein 4
NA1192	25201789	CV091001	ubiquitin carrier protein 4
NA1192	25201789	CV091001	ubiquitin carrier protein 4
NA1193	25201790	CV091002	No similarity
NA1193	25201790	CV091002	No similarity
NA1193	25201790	CV091002	No similarity
NA1194	25201791	CV091003	hypothetical protein T29H11.60
NA1194	25201791	CV091003	hypothetical protein T29H11.60
NA1194	25201791	CV091003	hypothetical protein T29H11.60
NA1195	25201792	CV091004	No similarity
NA1195	25201792	CV091004	No similarity
NA1195	25201792	CV091004	No similarity
NA1196	25201793	CV091005	No similarity
NA1196	25201793	CV091005	No similarity
NA1196	25201793	CV091005	No similarity
NA1197	25201794	CV091006	putative far-red impaired response protein [Oryza sativa]
NA1197	25201794	CV091006	putative far-red impaired response protein [Oryza sativa]
NA1197	25201794	CV091006	putative far-red impaired response protein [Oryza sativa]
NA1198	25201795	CV091007	unknown protein
NA1198	25201795	CV091007	unknown protein
NA1198	25201795	CV091007	unknown protein
NA1199	25201796	CV091008	TRANSCRIPTION FACTOR MAFG
NA1199	25201796	CV091008	TRANSCRIPTION FACTOR MAFG
NA1199	25201796	CV091008	TRANSCRIPTION FACTOR MAFG
NA12	20190638	CF811193	Leucine rich repeat protein LRP
NA12	20190638	CF811193	Leucine rich repeat protein LRP
NA12	20190638	CF811193	Leucine rich repeat protein LRP
NA1200	25201797	CV091009	dehydrin homolog CI7
NA1200	25201797	CV091009	dehydrin homolog CI7
NA1200	25201797	CV091009	dehydrin homolog CI7
NA1201	25201798	CV091010	No similarity
NA1201	25201798	CV091010	No similarity
NA1201	25201798	CV091010	No similarity
NA1202	25201799	CV091011	no hits
NA1202	25201799	CV091011	no hits
NA1202	25201799	CV091011	no hits
NA1203	25201800	CV091012	unknown protein [Arabidopsis thaliana]
NA1203	25201800	CV091012	unknown protein [Arabidopsis thaliana]
NA1203	25201800	CV091012	unknown protein [Arabidopsis thaliana]
NA1204	25201801	CV091013	B2 PROTEIN
NA1204	25201801	CV091013	B2 PROTEIN
NA1204	25201801	CV091013	B2 PROTEIN
NA1205	25201802	CV091014	NA
NA1205	25201802	CV091014	NA
NA1205	25201802	CV091014	NA
NA1206	25201803	CV091015	NA
NA1206	25201803	CV091015	NA
NA1206	25201803	CV091015	NA
NA1207	25201804	CV091016	putative early light induced protein [Arachis hypogaea]
NA1207	25201804	CV091016	putative early light induced protein [Arachis hypogaea]
NA1207	25201804	CV091016	putative early light induced protein [Arachis hypogaea]
NA1208	Not submitted	Not submitted	dehydrin 1 [Vaccinium corymbosum]
NA1208	Not submitted	Not submitted	dehydrin 1 [Vaccinium corymbosum]
NA1208	Not submitted	Not submitted	dehydrin 1 [Vaccinium corymbosum]
NA1209	25201805	CV091017	eukaryotic translation initiation factor 5A isoform I [Hevea
NA1209	25201805	CV091017	eukaryotic translation initiation factor 5A isoform I [Hevea
NA1209	25201805	CV091017	eukaryotic translation initiation factor 5A isoform I [Hevea
NA1210	25201806	CV091018	putative reverse transcriptase [Oryza sativa (japonica
NA1210	25201806	CV091018	putative reverse transcriptase [Oryza sativa (japonica
NA1210	25201806	CV091018	putative reverse transcriptase [Oryza sativa (japonica
NA1211	Not submitted	Not submitted	putative ribosomal protein S29 [Oryza sativa (japonica
NA1211	Not submitted	Not submitted	putative ribosomal protein S29 [Oryza sativa (japonica
NA1211	Not submitted	Not submitted	putative ribosomal protein S29 [Oryza sativa (japonica
NA1212	25201807	CV091019	SNF7 family protein [Arabidopsis thaliana]
NA1212	25201807	CV091019	SNF7 family protein [Arabidopsis thaliana]
NA1212	25201807	CV091019	SNF7 family protein [Arabidopsis thaliana]
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA1214	25201809	CV091021	copper homeostasis factor, putative / copper chaperone, putative
NA122	20190640	CF811195	Unknown protein
NA122	20190640	CF811195	Unknown protein
NA122	20190640	CF811195	Unknown protein
NA1227	25201821	CV091033	copper chaperone precursor [Solanum tuberosum]
NA1227	25201821	CV091033	copper chaperone precursor [Solanum tuberosum]
NA1227	25201821	CV091033	copper chaperone precursor [Solanum tuberosum]
NA1228	25201822	CV091034	NA
NA1228	25201822	CV091034	NA
NA1228	25201822	CV091034	NA
NA1229	25201823	CV091035	hypothetical protein [Oryza sativa (japonica cultivar-group)]
NA1229	25201823	CV091035	hypothetical protein [Oryza sativa (japonica cultivar-group)]
NA1229	25201823	CV091035	hypothetical protein [Oryza sativa (japonica cultivar-group)]
NA123	20190641	CF811196	OSJNBb0118P14.16 
NA123	20190641	CF811196	OSJNBb0118P14.16 
NA123	20190641	CF811196	OSJNBb0118P14.16 
NA1230	Not submitted	Not submitted	ribosomal protein L28-like [Oryza sativa (japonica cultivar-group)]
NA1230	Not submitted	Not submitted	ribosomal protein L28-like [Oryza sativa (japonica cultivar-group)]
NA1230	Not submitted	Not submitted	ribosomal protein L28-like [Oryza sativa (japonica cultivar-group)]
